personLabel	assocLabel	birthDate	startDate	groupBirthPlaceLabel	groupGenreLabels	groupLabelLabels
Rob Zombie	Alice Cooper	1965-01-12	1985.0	Haverhill, Massachusetts	Hard rock|Heavy metal music|Industrial metal|Nu metal|Shock rock	Geffen Records|Roadrunner Records
Rob Zombie	Ozzy Osbourne	1965-01-12	1985.0	Haverhill, Massachusetts	Hard rock|Heavy metal music|Industrial metal|Nu metal|Shock rock	Geffen Records|Roadrunner Records
Rob Zombie	Howard Stern	1965-01-12	1985.0	Haverhill, Massachusetts	Hard rock|Heavy metal music|Industrial metal|Nu metal|Shock rock	Geffen Records|Roadrunner Records
Rob Zombie	Iggy Pop	1965-01-12	1985.0	Haverhill, Massachusetts	Hard rock|Heavy metal music|Industrial metal|Nu metal|Shock rock	Geffen Records|Roadrunner Records
Robert Plant	Alison Krauss	1948-08-20	1965.0		Blues|Country music|Folk music|Hard rock|Heavy metal music|Rock music	Atlantic Records|Mercury Records|Nonesuch Records|Rounder Records|Sanctuary Records Group|Swan Song Records|Universal Records
Robert Plant	Patty Griffin	1948-08-20	1965.0		Blues|Country music|Folk music|Hard rock|Heavy metal music|Rock music	Atlantic Records|Mercury Records|Nonesuch Records|Rounder Records|Sanctuary Records Group|Swan Song Records|Universal Records
Robert Williams (drummer)	Captain Beefheart					
Robert Williams (drummer)	Hugh Cornwell					
Robert Wyatt	Brian Eno	1945-01-28	1963.0	Bristol	Canterbury sound|Experimental rock|Jazz fusion|Progressive pop|Progressive rock|Psychedelic rock	Domino Records|Rough Trade Records|Virgin Records
Robert Wyatt	David Gilmour	1945-01-28	1963.0	Bristol	Canterbury sound|Experimental rock|Jazz fusion|Progressive pop|Progressive rock|Psychedelic rock	Domino Records|Rough Trade Records|Virgin Records
Robert Wyatt	Nick Mason	1945-01-28	1963.0	Bristol	Canterbury sound|Experimental rock|Jazz fusion|Progressive pop|Progressive rock|Psychedelic rock	Domino Records|Rough Trade Records|Virgin Records
Robert Wyatt	Kevin Ayers	1945-01-28	1963.0	Bristol	Canterbury sound|Experimental rock|Jazz fusion|Progressive pop|Progressive rock|Psychedelic rock	Domino Records|Rough Trade Records|Virgin Records
Robert Wyatt	Ben Watt	1945-01-28	1963.0	Bristol	Canterbury sound|Experimental rock|Jazz fusion|Progressive pop|Progressive rock|Psychedelic rock	Domino Records|Rough Trade Records|Virgin Records
Roberto Carlos (singer)	Erasmo Carlos	1941-04-19	1958.0		Bossa nova|Música popular brasileira|Rhythm and blues|Rock and roll|Soul music	
Roger Hodgson	Elton John	1950-03-21	1969.0	Portsmouth	Art rock|Pop rock|Progressive rock	A&M Records|Eagle Rock Entertainment|Epic Records|Universal Music Enterprises|Voiceprint Records
Rona Nishliu	Vesa Luma	1986-08-25	2004.0	Mitrovica, Kosovo	Jazz|Pop music|Soul music	
Rona Nishliu	Teuta Kurti	1986-08-25	2004.0	Mitrovica, Kosovo	Jazz|Pop music|Soul music	
Rusty Anderson	Paul McCartney			La Habra, California	Alternative rock|Rock music	Surfdog Records
Ry Cooder	Taj Mahal (musician)	1947-03-15	1967.0	Los Angeles	Americana (music)|Blues|Country music|Folk music|Gospel music|Roots rock|Tejano music|World music	Elektra Records|Nonesuch Records|Warner Bros. Records
Ry Cooder	Captain Beefheart	1947-03-15	1967.0	Los Angeles	Americana (music)|Blues|Country music|Folk music|Gospel music|Roots rock|Tejano music|World music	Elektra Records|Nonesuch Records|Warner Bros. Records
Ry Cooder	Lowell George	1947-03-15	1967.0	Los Angeles	Americana (music)|Blues|Country music|Folk music|Gospel music|Roots rock|Tejano music|World music	Elektra Records|Nonesuch Records|Warner Bros. Records
Sammus	Open Mike Eagle	1986-03-20	2010.0		Hip hop music|Nerdcore	Don Giovanni Records
Sarah Connor (singer)	TQ (singer)	1980-06-13	2001.0	Hamburg	Contemporary R&B|Soul music	Epic Records|Sony Music Entertainment
Sarah Connor (singer)	Enrique Iglesias	1980-06-13	2001.0	Hamburg	Contemporary R&B|Soul music	Epic Records|Sony Music Entertainment
Sarah Connor (singer)	Wyclef Jean	1980-06-13	2001.0	Hamburg	Contemporary R&B|Soul music	Epic Records|Sony Music Entertainment
Sarah Connor (singer)	Ne-Yo	1980-06-13	2001.0	Hamburg	Contemporary R&B|Soul music	Epic Records|Sony Music Entertainment
Sarah Connor (singer)	Marc Terenzi	1980-06-13	2001.0	Hamburg	Contemporary R&B|Soul music	Epic Records|Sony Music Entertainment
Satoshi Tomiie	Frankie Knuckles	1966-11-22	1980.0	Tokyo	House music	C2 Records|Columbia Records|Saw Recordings|Sony Music Entertainment
Satoshi Tomiie	David Morales	1966-11-22	1980.0	Tokyo	House music	C2 Records|Columbia Records|Saw Recordings|Sony Music Entertainment
Savant (musician)	DMX (rapper)	1987-04-16	2007.0		Baroque music|Chiptune|Complextro|Dancehall|Drumstep|Dubstep|Electro house|Fidget house|Glitch hop|Hip hop music|Moombahcore|Moombahton|Prog rock|Trap (music genre)	
Savant (musician)	Snoop Dogg	1987-04-16	2007.0		Baroque music|Chiptune|Complextro|Dancehall|Drumstep|Dubstep|Electro house|Fidget house|Glitch hop|Hip hop music|Moombahcore|Moombahton|Prog rock|Trap (music genre)	
Savant (musician)	Donny Goines	1987-04-16	2007.0		Baroque music|Chiptune|Complextro|Dancehall|Drumstep|Dubstep|Electro house|Fidget house|Glitch hop|Hip hop music|Moombahcore|Moombahton|Prog rock|Trap (music genre)	
Schoolboy Q	50 Cent	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Schoolboy Q	Tyler, The Creator	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Schoolboy Q	Jhené Aiko	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Schoolboy Q	Tyga	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Schoolboy Q	ASAP Rocky	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Schoolboy Q	Mac Miller	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Schoolboy Q	BJ the Chicago Kid	1986-10-26	2009.0	Wiesbaden	Hip hop music	Interscope Records|Top Dawg Entertainment
Sebastian (French musician)	Noël Akchoté	1981-02-03	2005.0		Electro (music)|Electro house|Experimental music|Glitch (music)|House music	Ed Banger Records
Sebastian (French musician)	Philippe Katerine	1981-02-03	2005.0		Electro (music)|Electro house|Experimental music|Glitch (music)|House music	Ed Banger Records
Sebastian (French musician)	Frank Ocean	1981-02-03	2005.0		Electro (music)|Electro house|Experimental music|Glitch (music)|House music	Ed Banger Records
Sebastian (French musician)	Kavinsky	1981-02-03	2005.0		Electro (music)|Electro house|Experimental music|Glitch (music)|House music	Ed Banger Records
Sebastian (French musician)	Mr. Oizo	1981-02-03	2005.0		Electro (music)|Electro house|Experimental music|Glitch (music)|House music	Ed Banger Records
Sebastian (rapper)	Bubba Sparxxx		1995.0	Norfolk, Virginia	Hip hop music	Mosley Music Group
Sebastian (rapper)	Timbaland		1995.0	Norfolk, Virginia	Hip hop music	Mosley Music Group
Skipper Wise	Neal Morse	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Janis Ian	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Al Stewart	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Rahsaan Patterson	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Richard Elliot	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Rick Braun	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Brian Bromberg	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Skipper Wise	Peter White (musician)	1957-03-06			Alternative Rock|Jazz fusion|Smooth jazz	
Sole (hip hop artist)	Pedestrian (rapper)	1977-09-25	1992.0	Portland, Maine	Alternative hip hop|Conscious hip hop|Experimental hip hop|Political hip hop|Underground hip hop	Anticon|Fake Four Inc|Morr Music|Mush Records
Southside (record producer)	Waka Flocka Flame	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside (record producer)	2 Chainz	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside (record producer)	Chief Keef	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside (record producer)	Fredo Santana	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside (record producer)	SD (rapper)	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside (record producer)	Gucci Mane	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside (record producer)	Future (rapper)	1989-02-02	2010.0		Hip hop music|Trap music	1017 Brick Squad Records|GOOD Music
Southside Johnny	Bruce Springsteen	1948-12-04	1970.0		Blue-eyed soul|Blues	Columbia Records|Mercury Records
Steve Brown (bass player)	Paul Whiteman	1890-01-13		New Orleans	Jazz	
Steve Brown (bass player)	Jean Goldkette	1890-01-13		New Orleans	Jazz	
Steve Harris (musician)	Lauren Harris	1956-03-12	1972.0		Hard rock|Heavy metal music	EMI
Steve Perry	Scott Mathews	1949-01-22	1961.0	Hanford, California	Rock music	Columbia Records|Next Plateau Entertainment
Sultan Khan (musician)	Zakir Hussain (musician)	1940-04-15		Sikar	Hindustani classical music	
Syreeta Wright	Billy Preston	1946-08-03	1967.0	Pittsburgh	Motown|R&B music|Smooth soul	Motown Records
Syreeta Wright	Jermaine Jackson	1946-08-03	1967.0	Pittsburgh	Motown|R&B music|Smooth soul	Motown Records
Syreeta Wright	Stevie Wonder	1946-08-03	1967.0	Pittsburgh	Motown|R&B music|Smooth soul	Motown Records
TC (musician)	Sub Focus		1999.0		Drum and bass|Dubstep|Electronica	
TC (musician)	DJ Zinc		1999.0		Drum and bass|Dubstep|Electronica	
TQ (singer)	Sarah Connor (singer)	1976-05-24	1990.0	Compton, California	Contemporary R&B	Cash Money Records|E1 Music|EMI|Epic Records|Lightyear Entertainment|Warner Music Group
TQ (singer)	MC Eiht	1976-05-24	1990.0	Compton, California	Contemporary R&B	Cash Money Records|E1 Music|EMI|Epic Records|Lightyear Entertainment|Warner Music Group
TQ (singer)	Mack 10	1976-05-24	1990.0	Compton, California	Contemporary R&B	Cash Money Records|E1 Music|EMI|Epic Records|Lightyear Entertainment|Warner Music Group
TQ (singer)	Jazze Pha	1976-05-24	1990.0	Compton, California	Contemporary R&B	Cash Money Records|E1 Music|EMI|Epic Records|Lightyear Entertainment|Warner Music Group
Taku Hirano	Stevie Nicks	1973-10-22	1996.0	Osaka		Domo Records
Taku Hirano	Whitney Houston	1973-10-22	1996.0	Osaka		Domo Records
Taku Hirano	Dr. Dre	1973-10-22	1996.0	Osaka		Domo Records
Taku Hirano	Bette Midler	1973-10-22	1996.0	Osaka		Domo Records
Taku Takahashi	Emi Hinouchi	1974-03-29	1997.0	Yokohama	Electronica|Hip hop music	Avex Group|Rhythm Zone
Taku Takahashi	Crystal Kay	1974-03-29	1997.0	Yokohama	Electronica|Hip hop music	Avex Group|Rhythm Zone
Tank (American singer)	Aaliyah	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Kris Stephens	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Chris Brown	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	T.I.	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	The Game (rapper)	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Lil Wayne	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Ginuwine	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Omarion	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Tyrese Gibson	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tank (American singer)	Dave Hollister	1976-01-01	2000.0	Milwaukee	Contemporary R&B|Pop music|Soul music	Atlantic Records|Blackground Records
Tech N9ne	Kutt Calhoun	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Tech N9ne	Rittz	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Tech N9ne	Big Scoob	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Tech N9ne	Krizz Kaliko	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Tech N9ne	Twista	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Tech N9ne	E-40	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Tech N9ne	Yukmouth	1971-11-08	1991.0	Kansas City, Missouri	Hip hop music|Horrorcore|Nu metal|Rap rock	Interscope Records|Qwest Records|RBC Records|Strange Music|Warner Bros. Records
Teruzane Utada	Keiko Fuji	1948-07-21		Yamaguchi, Yamaguchi		
Tha Chill	MC Eiht		1985.0		West Coast hip hop	Orpheus Records
The Lady of Rage	Dr. Dre	1968-06-11	1988.0		Hip hop music	Death Row Records|Doggystyle Records
The Lady of Rage	Snoop Dogg	1968-06-11	1988.0		Hip hop music	Death Row Records|Doggystyle Records
The Lady of Rage	RBX	1968-06-11	1988.0		Hip hop music	Death Row Records|Doggystyle Records
The Truth (British rapper)	DJ Nihal		2008.0		Hip hop music	
The Truth (British rapper)	Juggy D		2008.0		Hip hop music	
The Truth (British rapper)	Redzz		2008.0		Hip hop music	
The Truth (British rapper)	Rikesh Chauhan		2008.0		Hip hop music	
Tiger (musician)	Ninjaman	1960-06-06	1978.0		Dancehall|Reggae	Chaos Recordings|Columbia Records|Ras Records|Sony Music Entertainment|VP Records
Tony Martin (British singer)	Cozy Powell	1957-04-19	1970.0	Birmingham	Blues rock|Doom metal|Hard rock|Heavy metal music|Power metal	Warner Bros. Records
Travis Meadows	Eric Church		2011.0		Country music	
Travis Meadows	Jake Owen		2011.0		Country music	
Travis Meadows	Frankie Ballard		2011.0		Country music	
Travis Meadows	Dierks Bentley		2011.0		Country music	
Umm Kulthum	Riad Al Sunbati	1898-12-31	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Riad Al Sunbati	1898-12-18	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Mohammed Abdel Wahab	1898-12-31	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Mohammed Abdel Wahab	1898-12-18	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Fairuz	1898-12-31	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Fairuz	1898-12-18	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Abdel Halim Hafez	1898-12-31	1924.0	El Senbellawein		EMI Classics
Umm Kulthum	Abdel Halim Hafez	1898-12-18	1924.0	El Senbellawein		EMI Classics
Vinci Montaner	Gloc-9	1976-11-27	1993.0	Manila	Alternative rock|Comedy rock|Funk|Hard rock|Rock music	Universal Records (Philippines)
Walter Donaldson	Gus Kahn	1893-02-15		New York City		
Walter Donaldson	George A. Whiting	1893-02-15		New York City		
Wanda Jackson	Hank Thompson (musician)	1937-10-20	1955.0		Country music|Gospel music|Rock and roll|Rockabilly	Black Country Rock Media|CMH Records|Capitol Records|Decca Records|Third Man Records
Wanda Jackson	Elvis Presley	1937-10-20	1955.0		Country music|Gospel music|Rock and roll|Rockabilly	Black Country Rock Media|CMH Records|Capitol Records|Decca Records|Third Man Records
Wanda Jackson	Adele	1937-10-20	1955.0		Country music|Gospel music|Rock and roll|Rockabilly	Black Country Rock Media|CMH Records|Capitol Records|Decca Records|Third Man Records
Wanda Jackson	Norma Jean (singer)	1937-10-20	1955.0		Country music|Gospel music|Rock and roll|Rockabilly	Black Country Rock Media|CMH Records|Capitol Records|Decca Records|Third Man Records
Wanda Jackson	Imelda May	1937-10-20	1955.0		Country music|Gospel music|Rock and roll|Rockabilly	Black Country Rock Media|CMH Records|Capitol Records|Decca Records|Third Man Records
Wanda Jackson	Rosie Flores	1937-10-20	1955.0		Country music|Gospel music|Rock and roll|Rockabilly	Black Country Rock Media|CMH Records|Capitol Records|Decca Records|Third Man Records
Wild Man Fischer	Frank Zappa	1944-11-06	1968.0	Los Angeles	Outsider music	Bizarre Records|Collectors' Choice Music|Rhino Entertainment
Wild Man Fischer	Mark Mothersbaugh	1944-11-06	1968.0	Los Angeles	Outsider music	Bizarre Records|Collectors' Choice Music|Rhino Entertainment
Wild Man Fischer	Rosemary Clooney	1944-11-06	1968.0	Los Angeles	Outsider music	Bizarre Records|Collectors' Choice Music|Rhino Entertainment
Wild Man Fischer	Dr. Demento	1944-11-06	1968.0	Los Angeles	Outsider music	Bizarre Records|Collectors' Choice Music|Rhino Entertainment
William Murray (musician)	Mike Oldfield		1970.0	Glasgow	Progressive folk music	
William Murray (musician)	Kevin Ayers		1970.0	Glasgow	Progressive folk music	
Zoot Money	Brian Joseph Friel	1942-07-17	1960.0		Jazz|Rhythm and blues	Columbia (EMI)
Zoot Money	Kevin Coyne	1942-07-17	1960.0		Jazz|Rhythm and blues	Columbia (EMI)
Zoot Money	Kevin Ayers	1942-07-17	1960.0		Jazz|Rhythm and blues	Columbia (EMI)
Zoot Money	Ruby Turner	1942-07-17	1960.0		Jazz|Rhythm and blues	Columbia (EMI)
Zoot Sims	Jim Hall (musician)	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Stan Kenton	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Jack Kerouac	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Oscar Peterson	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Joe Venuti	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Count Basie	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Buddy Rich	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Art Pepper	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Annie Ross	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Bob Brookmeyer	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Woody Herman	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Gerry Mulligan	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Scott Hamilton (musician)	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Zoot Sims	Al Cohn	1925-10-29	1944.0	Inglewood, California	Big band|Cool jazz|Jazz	Epic Records|Mercury Records|Pablo Records|Verve Records
Adam Clayton	Daniel Lanois	1960-03-13	1976.0		Alternative rock|Post-punk|Rock music	Interscope Records|Island Records
Emmylou Harris	Dolly Parton	1947-04-02	1969.0	Birmingham, Alabama	Alternative country|Americana (music)|Bluegrass music|Country music|Country rock|Folk music|Rock music	Asylum Records|Elektra Records|Jubilee Records|Nonesuch Records|Reprise Records|Rhino Records|Warner Bros. Records
Emmylou Harris	Gram Parsons	1947-04-02	1969.0	Birmingham, Alabama	Alternative country|Americana (music)|Bluegrass music|Country music|Country rock|Folk music|Rock music	Asylum Records|Elektra Records|Jubilee Records|Nonesuch Records|Reprise Records|Rhino Records|Warner Bros. Records
Emmylou Harris	Rodney Crowell	1947-04-02	1969.0	Birmingham, Alabama	Alternative country|Americana (music)|Bluegrass music|Country music|Country rock|Folk music|Rock music	Asylum Records|Elektra Records|Jubilee Records|Nonesuch Records|Reprise Records|Rhino Records|Warner Bros. Records
Emmylou Harris	Linda Ronstadt	1947-04-02	1969.0	Birmingham, Alabama	Alternative country|Americana (music)|Bluegrass music|Country music|Country rock|Folk music|Rock music	Asylum Records|Elektra Records|Jubilee Records|Nonesuch Records|Reprise Records|Rhino Records|Warner Bros. Records
Benmont Tench	Stevie Nicks	1953-09-07	1974.0	Gainesville, Florida	Country music|Rock music	
Benmont Tench	Roy Orbison	1953-09-07	1974.0	Gainesville, Florida	Country music|Rock music	
Benmont Tench	Don Henley	1953-09-07	1974.0	Gainesville, Florida	Country music|Rock music	
Benmont Tench	Johnny Cash	1953-09-07	1974.0	Gainesville, Florida	Country music|Rock music	
Carl Perkins	Jerry Lee Lewis	1932-04-09	1946.0		Country music|Rock and roll|Rockabilly	Columbia Records|Mercury Records|Sun Records
Carl Perkins	Elvis Presley	1932-04-09	1946.0		Country music|Rock and roll|Rockabilly	Columbia Records|Mercury Records|Sun Records
Carl Perkins	Johnny Cash	1932-04-09	1946.0		Country music|Rock and roll|Rockabilly	Columbia Records|Mercury Records|Sun Records
Glen Hardin	Emmylou Harris	1939-04-18	1959.0	Wellington, Texas	Country music|Country rock|Rock and roll|Rockabilly	
Glen Hardin	Elvis Presley	1939-04-18	1959.0	Wellington, Texas	Country music|Country rock|Rock and roll|Rockabilly	
Glen Hardin	Gram Parsons	1939-04-18	1959.0	Wellington, Texas	Country music|Country rock|Rock and roll|Rockabilly	
Kilo Ali	JT Money	1973-05-01		Atlanta	Hip hop music	Ichiban Records|Interscope
Megahertz (record producer)	50 Cent				Contemporary R&B|Hip hop music|Soul music	Universal Music Group
Megahertz (record producer)	Ice Cube				Contemporary R&B|Hip hop music|Soul music	Universal Music Group
Megahertz (record producer)	Nate Dogg				Contemporary R&B|Hip hop music|Soul music	Universal Music Group
Megahertz (record producer)	Babyface (musician)				Contemporary R&B|Hip hop music|Soul music	Universal Music Group
Megahertz (record producer)	Nas				Contemporary R&B|Hip hop music|Soul music	Universal Music Group
Megahertz (record producer)	Busta Rhymes				Contemporary R&B|Hip hop music|Soul music	Universal Music Group
Tommy Ladnier	Mezz Mezzrow	1900-05-28	1921.0	Mandeville, Louisiana	Jazz	
Will Jennings	Eric Clapton	1944-06-27		Kilgore, Texas		
Will Jennings	Roy Orbison	1944-06-27		Kilgore, Texas		
Will Jennings	Celine Dion	1944-06-27		Kilgore, Texas		
Will Jennings	Steve Winwood	1944-06-27		Kilgore, Texas		
Will Jennings	B.B. King	1944-06-27		Kilgore, Texas		
Andy Anderson (drummer)	Peter Gabriel	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Andy Anderson (drummer)	Jason Donovan	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Andy Anderson (drummer)	Jimmy Somerville	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Andy Anderson (drummer)	Iggy Pop	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Andy Anderson (drummer)	Isaac Hayes	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Andy Anderson (drummer)	Midge Ure	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Andy Anderson (drummer)	Steve Hillage	1951-01-30	1978.0		Alternative rock|Gothic rock|Post-punk|Punk rock	
Crucial Star	Park So-jin	1989-10-16			Hip Hop|Jazz	C-JeS Entertainment|Soul Company
Crucial Star	Mad Clown	1989-10-16			Hip Hop|Jazz	C-JeS Entertainment|Soul Company
Crucial Star	The Quiett	1989-10-16			Hip Hop|Jazz	C-JeS Entertainment|Soul Company
Herbie Crichlow	Danny Fernandes	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Herbie Crichlow	Denniz Pop	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Herbie Crichlow	Abraham Mateo	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Herbie Crichlow	Stan Walker	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Herbie Crichlow	Max Martin	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Herbie Crichlow	E-Type (musician)	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Herbie Crichlow	Leila K	1968-11-26			Contemporary R&B|Dance-pop|Europop|Pop music|Pop rock	
Loick Essien	Bashy	1990-04-29	2007.0		Contemporary R&B|Electronica|Grime music|Hip hop music	
Loick Essien	Wretch 32	1990-04-29	2007.0		Contemporary R&B|Electronica|Grime music|Hip hop music	
Loick Essien	Professor Green	1990-04-29	2007.0		Contemporary R&B|Electronica|Grime music|Hip hop music	
Loick Essien	Labrinth	1990-04-29	2007.0		Contemporary R&B|Electronica|Grime music|Hip hop music	
Loick Essien	T.I.	1990-04-29	2007.0		Contemporary R&B|Electronica|Grime music|Hip hop music	
Aaron Hall (singer)	Damion Hall	1964-08-10	1988.0	New York City	Contemporary R&B|New jack swing|Pop music	MCA Records|Silas Records
Aaron Hall (singer)	Teddy Riley	1964-08-10	1988.0	New York City	Contemporary R&B|New jack swing|Pop music	MCA Records|Silas Records
Adam Beyer	Marco Carola	1976-05-15	1993.0		Tech house|Techno	Drumcode Records
Adam Beyer	Jesper Dahlbäck	1976-05-15	1993.0		Tech house|Techno	Drumcode Records
Aesop Rock	Slug (rapper)	1976-06-05	1996.0	New York City	Hip hop music	Definitive Jux|Mush Records|Rhymesayers|Stones Throw
Aesop Rock	Homeboy Sandman	1976-06-05	1996.0	New York City	Hip hop music	Definitive Jux|Mush Records|Rhymesayers|Stones Throw
Aesop Rock	El-P	1976-06-05	1996.0	New York City	Hip hop music	Definitive Jux|Mush Records|Rhymesayers|Stones Throw
Aesop Rock	Kimya Dawson	1976-06-05	1996.0	New York City	Hip hop music	Definitive Jux|Mush Records|Rhymesayers|Stones Throw
Aesop Rock	Onry Ozzborn	1976-06-05	1996.0	New York City	Hip hop music	Definitive Jux|Mush Records|Rhymesayers|Stones Throw
